Customer ID,churn_risk,recency_days,frequency,tenure_days,return_rate,avg_basket_quantity,avg_unique_items_per_basket,avg_basket_monetary_value,avg_days_between,std_days_between,purchase_rate_monthly
16441.0,0.7883391323131816,0.0,2.0,192.0,0.006666666666666667,75.0,14.5,159.73000000000002,6.857142857142857,36.28458940888582,0.32
17163.0,0.7880389703178904,10.0,2.0,240.0,0.0,232.5,12.5,203.34,9.541666666666666,46.74442925811231,0.25
16892.0,0.7880092104255412,119.0,2.0,296.0,0.0,65.5,19.0,118.28,4.538461538461538,28.342683223500423,0.21
14595.0,0.7879606453219222,18.0,2.0,253.0,0.0,125.0,17.0,211.925,7.090909090909091,40.73417149363329,0.24
16647.0,0.7865917403429273,7.0,2.0,109.0,0.0,125.0,9.5,163.92000000000002,5.611111111111111,23.8059282999471,0.56
14672.0,0.7862432075723401,80.0,2.0,245.0,0.0,96.0,22.0,173.79500000000002,3.727272727272727,24.723930255376615,0.25
13877.0,0.7860854032694811,35.0,2.0,254.0,0.008108108108108109,185.0,10.0,166.22,11.526315789473685,50.24204571765303,0.24
15094.0,0.7844590163372791,28.0,2.0,209.0,0.0,14.0,2.5,41.5,45.25,90.5,0.29
17804.0,0.7843875671503079,97.0,2.0,303.0,0.006944444444444444,72.0,31.0,132.39000000000001,3.3225806451612905,26.162026162039236,0.2
16286.0,0.7841229060956275,42.0,2.0,188.0,0.13861386138613863,50.5,8.5,164.475,9.125,36.5,0.32
15354.0,0.7829994311114817,168.0,3.0,168.0,1.3333333333333333,1.0,1.0,94.8,0.0,0.0,0.54
17226.0,0.7822568440788776,9.0,2.0,230.0,0.0,223.5,18.5,250.99,5.945945945945946,36.1677772071786,0.26
13619.0,0.7820926316172503,109.0,2.0,239.0,0.0,39.5,21.0,112.47,2.9318181818181817,19.447481725265757,0.25
13277.0,0.7816815086327857,35.0,2.0,104.0,0.0,61.0,5.5,76.75,6.9,21.819715855161817,0.59
13051.0,0.7811212216696967,143.0,2.0,184.0,0.0,36.0,2.0,77.9,13.333333333333334,23.09401076758503,0.33
13616.0,0.7801135035567464,133.0,2.0,256.0,0.0,86.0,16.0,141.925,3.588235294117647,20.922827387386082,0.24
15956.0,0.7798183972310422,116.0,2.0,291.0,0.0,139.0,9.0,308.79999999999995,10.294117647058824,42.44373438135827,0.21
16586.0,0.778727383801667,9.0,2.0,200.0,0.0,126.5,10.0,499.41499999999996,10.0,43.58898943540674,0.3
16585.0,0.7786716066923612,158.0,2.0,260.0,0.0,75.5,9.0,170.79500000000002,5.9411764705882355,24.49609812866963,0.23
17270.0,0.7776566594584976,34.0,2.0,297.0,0.0,210.0,23.0,300.725,5.574468085106383,38.21662777244837,0.2
14990.0,0.7772711841730742,177.0,2.0,295.0,0.0,64.5,21.0,152.085,2.8780487804878048,18.42850390285551,0.21
13434.0,0.777248278819758,25.0,2.0,220.0,0.0,174.0,9.5,358.05,10.833333333333334,45.96194077712559,0.28
14471.0,0.7772259704258947,156.0,2.0,297.0,0.0,93.5,20.5,200.475,3.525,22.294057504187073,0.2
17880.0,0.7769776395030589,204.0,2.0,295.0,0.0,76.0,9.5,183.0,5.0,21.213203435596423,0.21
17624.0,0.7757271572994693,2.0,2.0,284.0,0.0,202.0,23.5,362.575,6.130434782608695,41.57863163568099,0.21
15197.0,0.7756142565182599,3.0,2.0,293.0,0.0,238.5,11.5,266.95,13.181818181818182,61.82820774312702,0.21
13187.0,0.7754580128812127,189.0,3.0,189.0,0.10945273631840796,67.0,5.333333333333333,35.11333333333334,0.0,0.0,0.48
16254.0,0.7754134257755172,66.0,2.0,197.0,0.0,91.0,16.5,180.595,4.0625,22.980970388562795,0.31
15086.0,0.7753259564491782,129.0,2.0,190.0,0.0,47.5,5.5,109.265,6.0,18.973665961010276,0.32
14826.0,0.7748565870953682,146.0,2.0,260.0,0.0,76.0,5.0,192.60000000000002,12.555555555555555,37.666666666666664,0.23
17695.0,0.7746707375109216,28.0,2.0,245.0,0.0,461.0,11.0,332.25,10.333333333333334,47.353282181210346,0.25
13129.0,0.7746106834749406,17.0,2.0,94.0,0.0,148.0,5.5,116.625,7.7,24.34953798329652,0.65
15428.0,0.7745906403158458,202.0,2.0,287.0,0.0,65.0,10.5,190.86,4.2,18.78297101099823,0.21
16827.0,0.7745379096528864,3.0,3.0,154.0,0.0,30.666666666666668,2.0,90.57333333333334,29.8,56.61448577881813,0.59
15126.0,0.7737489058030694,101.0,2.0,252.0,0.0,136.5,12.5,224.745,6.25,30.618621784789728,0.24
14115.0,0.7737337037390196,66.0,2.0,231.0,0.0,254.5,11.0,311.335,7.857142857142857,36.00595188893874,0.26
13584.0,0.7731878260972951,63.0,2.0,240.0,0.2693498452012384,161.5,27.5,121.65,3.2181818181818183,23.86667513119877,0.25
17076.0,0.7731747631048272,203.0,2.0,300.0,0.0,53.5,6.0,95.875,8.818181818181818,29.246600424043066,0.2
13487.0,0.7729280665261747,70.0,2.0,299.0,0.0,48.5,7.5,135.735,16.357142857142858,61.202824397945186,0.2
13676.0,0.7725987804150479,104.0,2.0,184.0,0.4326923076923077,52.0,6.5,121.95000000000002,6.666666666666667,23.09401076758503,0.33
12361.0,0.7722073779287983,27.0,3.0,247.0,0.0,48.0,6.333333333333333,107.11666666666667,12.166666666666666,35.480317658900276,0.37
14202.0,0.7721689356740324,121.0,2.0,189.0,0.0,49.5,6.5,166.60500000000002,5.666666666666667,19.629909152447276,0.32
13795.0,0.7718954887232783,71.0,2.0,202.0,0.0,304.5,8.5,216.175,8.125,32.5,0.3
17142.0,0.7717370718953266,98.0,2.0,249.0,0.0,80.0,23.0,219.025,3.3333333333333335,22.3606797749979,0.24
17349.0,0.7716214423890836,104.0,2.0,196.0,0.0,160.5,4.0,128.95000000000002,13.0,34.39476704383968,0.31
16282.0,0.7714749753620923,52.0,2.0,283.0,0.0,338.0,11.0,569.64,10.952380952380953,50.19011475427825,0.22
18058.0,0.7713548792135944,106.0,2.0,232.0,0.0,153.0,6.5,301.95,10.5,36.373066958946424,0.26
13103.0,0.7702999185794028,2.0,2.0,142.0,0.0,172.0,12.5,232.85000000000002,5.791666666666667,28.37325618723848,0.43
13897.0,0.7702424667830873,3.0,2.0,242.0,0.0,310.0,21.0,424.78,5.804878048780488,37.16935532948824,0.25
17159.0,0.7701720646980297,42.0,2.0,210.0,0.0,118.5,14.5,280.355,5.964285714285714,31.560033496270474,0.29
15362.0,0.7698020136752947,13.0,2.0,303.0,0.0,184.0,20.0,306.53999999999996,7.435897435897436,46.43716460347528,0.2
14306.0,0.7695883172067,64.0,2.0,242.0,0.0,351.0,5.5,226.64,17.8,56.28854235099715,0.25
15766.0,0.7692298572548849,21.0,2.0,247.0,0.024390243902439025,82.0,7.5,258.0,16.071428571428573,60.13377943029548,0.25
17866.0,0.7690494541842413,49.0,2.0,290.0,0.0,180.5,8.5,402.65000000000003,15.0,60.0,0.21
13283.0,0.7686126213876285,132.0,2.0,205.0,0.0,57.0,6.5,139.85000000000002,6.0,20.784609690826528,0.3
15816.0,0.7685709079304708,107.0,2.0,107.0,0.05555555555555555,27.0,5.5,72.075,0.0,0.0,0.57
14083.0,0.7684313960152651,76.0,2.0,286.0,0.0,27.5,4.0,39.645,30.0,79.37253933193772,0.21
12778.0,0.7684003931707436,16.0,2.0,167.0,0.0,261.0,20.0,278.005,3.871794871794872,24.17935122456816,0.36
12677.0,0.7681134150075382,120.0,2.0,231.0,0.011363636363636364,88.0,10.5,197.55,5.55,24.820354550247664,0.26
15711.0,0.7674840776409291,121.0,2.0,249.0,0.0,99.5,12.5,210.125,5.333333333333333,26.12789058968723,0.24
18275.0,0.7671946041832735,143.0,2.0,296.0,0.0,208.5,9.5,370.925,8.444444444444445,35.82674358011841,0.21
15944.0,0.7667951356937593,50.0,2.0,291.0,0.0,315.5,11.0,602.2,11.476190476190476,52.59051154687416,0.21
13207.0,0.7666293321125598,16.0,2.0,177.0,0.0,24.0,2.5,142.8,40.0,80.0,0.34
16632.0,0.7663845321806896,50.0,2.0,146.0,0.0,128.0,13.5,203.2,3.6538461538461537,18.63103283812748,0.42
14513.0,0.7659365656314201,1.0,3.0,133.0,0.0,77.33333333333333,2.3333333333333335,110.80666666666667,21.666666666666668,48.796174713461575,0.69
15564.0,0.765709647860548,28.0,2.0,241.0,0.0,21.0,2.0,35.370000000000005,70.66666666666667,122.39825706820066,0.25
15488.0,0.765509661439996,21.0,4.0,148.0,0.0,44.5,2.25,85.15,15.75,33.1436268383531,0.82
14097.0,0.765487648461812,46.0,2.0,210.0,0.0,176.0,20.0,211.43,4.205128205128205,26.261017224034287,0.29
17350.0,0.7652888525145866,112.0,2.0,241.0,0.0,112.5,19.5,225.7355,3.282051282051282,20.49640368705115,0.25
15201.0,0.7649399102231037,4.0,2.0,176.0,0.006666666666666667,225.0,15.5,303.20500000000004,5.7,31.22018577779447,0.35
16840.0,0.7648358571229188,168.0,2.0,239.0,0.008547008547008548,58.5,4.5,69.925,8.875,25.102290732122437,0.25
15109.0,0.7645841457825735,144.0,2.0,300.0,0.0,63.5,10.0,249.075,8.210526315789474,35.78885448380764,0.2
13807.0,0.7643156945347314,139.0,2.0,300.0,0.025,40.0,9.0,154.8,9.470588235294118,39.04823563084961,0.2
17256.0,0.7641303534582413,46.0,3.0,165.0,0.0,52.666666666666664,5.0,86.31,8.428571428571429,31.536826545666077,0.55
15779.0,0.76388952088571,28.0,2.0,97.0,0.0,10.0,4.0,62.04,9.857142857142858,26.079548637636677,0.63
15591.0,0.7638869491946163,147.0,3.0,238.0,0.0,19.333333333333332,2.3333333333333335,72.63333333333334,15.0,24.445858544956035,0.38
15198.0,0.7638779298293249,182.0,2.0,254.0,0.0,64.5,8.0,103.655,4.8,18.5903200617956,0.24
15191.0,0.7633430588235149,28.0,3.0,253.0,0.0,95.66666666666667,11.666666666666666,196.01666666666665,6.617647058823529,38.587181657064484,0.36
17176.0,0.7632491524950613,91.0,2.0,242.0,0.0,203.0,13.5,298.09499999999997,5.769230769230769,29.417420270727607,0.25
17035.0,0.7630868159410531,156.0,2.0,301.0,0.0,49.0,2.5,90.03,36.25,72.5,0.2
16414.0,0.7628711860599756,158.0,2.0,259.0,0.0,49.5,5.5,116.285,10.1,31.93900436770063,0.24
13957.0,0.7622749904597896,137.0,2.0,223.0,0.0,42.0,8.0,129.45,5.733333333333333,22.205104518255858,0.27
17023.0,0.7621977431268356,51.0,2.0,262.0,0.0,217.0,18.0,302.28000000000003,6.0,35.4964786985977,0.23
16406.0,0.7621298378787145,15.0,2.0,218.0,0.15602836879432624,70.5,43.5,187.005,2.2808988764044944,21.5179569641291,0.28
17027.0,0.7620531215146438,11.0,3.0,294.0,0.0,76.33333333333333,10.0,144.35666666666668,9.758620689655173,40.47190839901336,0.31
18179.0,0.7618818062316269,87.0,2.0,228.0,0.0,225.5,9.5,377.19,7.777777777777778,32.99831645537222,0.27
12800.0,0.7617614984672643,35.0,3.0,241.0,0.0,94.66666666666667,11.333333333333334,194.75,6.242424242424242,35.85999712687375,0.38
16430.0,0.7615917088309652,119.0,2.0,246.0,0.0,23.5,4.0,111.195,18.142857142857142,48.00148807217186,0.25
13164.0,0.7615149007348531,134.0,2.0,232.0,0.05,60.0,5.0,186.10000000000002,10.88888888888889,32.666666666666664,0.26
15546.0,0.7612758284978157,171.0,2.0,171.0,0.5,99.0,6.0,539.5500000000001,0.0,0.0,0.36
18271.0,0.7612749297311476,174.0,2.0,296.0,0.0,159.5,10.5,340.425,6.05,27.056422527747458,0.21
14738.0,0.7611817517848436,126.0,2.0,297.0,0.03205128205128205,78.0,12.5,253.725,6.84,34.2,0.2
13513.0,0.7607787844663124,6.0,2.0,220.0,0.047058823529411764,127.5,15.0,309.745,7.344827586206897,39.553107031712045,0.28
15760.0,0.7604838070014885,195.0,2.0,195.0,1.5,1.0,1.0,6958.17,0.0,0.0,0.31
15691.0,0.7603222592082508,154.0,2.0,298.0,0.1,50.0,5.0,179.75,15.88888888888889,47.66666666666667,0.2
15784.0,0.7602211431706377,32.0,2.0,237.0,0.0,190.5,21.5,424.16499999999996,4.857142857142857,31.477883392266747,0.26
17298.0,0.7601107752933927,58.0,2.0,206.0,0.030379746835443037,197.5,18.0,170.17,4.228571428571429,25.016565939964092,0.3
13834.0,0.7598180854215008,141.0,2.0,234.0,0.03167420814479638,110.5,8.0,162.095,6.133333333333334,23.754297856738823,0.26
15734.0,0.7597780135658148,1.0,2.0,112.0,0.0,85.0,8.5,461.925,6.875,27.5,0.54
16354.0,0.7597636270431668,6.0,2.0,156.0,0.0,158.0,27.0,260.25,2.586206896551724,19.69596492895839,0.39
17935.0,0.7597152494835174,190.0,2.0,300.0,0.0,41.5,4.0,112.625,15.571428571428571,41.19812755800577,0.2
18134.0,0.7597066334783265,163.0,2.0,259.0,0.0,64.0,14.0,222.5,3.5555555555555554,18.475208614068027,0.24
12440.0,0.7593648640202654,27.0,2.0,282.0,0.06948640483383686,165.5,16.0,429.6,8.225806451612904,45.799352016827605,0.22
14355.0,0.7592468015544385,14.0,2.0,192.0,0.0,262.5,24.5,332.825,3.7083333333333335,25.69208697893835,0.32
12825.0,0.7591797465182789,86.0,2.0,206.0,0.0,69.5,12.0,259.315,5.217391304347826,25.02172968684897,0.3
16321.0,0.7591249859539393,191.0,2.0,303.0,0.8064516129032258,62.0,5.5,115.45000000000002,11.2,35.41750979388585,0.2
17123.0,0.759121216657029,4.0,2.0,137.0,0.0,215.0,17.0,315.935,4.03030303030303,23.152328242107814,0.44
14818.0,0.7586105266872548,23.0,3.0,212.0,0.0,73.0,18.333333333333332,165.25333333333336,3.418181818181818,18.733699985627908,0.43
14727.0,0.7585680610356078,111.0,2.0,111.0,0.9646464646464646,198.0,17.5,97.575,0.0,0.0,0.55
14569.0,0.7585144053653513,17.0,3.0,168.0,0.0,59.333333333333336,7.333333333333333,123.31333333333335,7.142857142857143,25.128242505765726,0.54
14279.0,0.758483185714868,85.0,2.0,246.0,0.0,23.0,1.5,95.93,80.0,113.13708498984761,0.25
12789.0,0.7584321368001864,77.0,2.0,258.0,0.0,16.0,2.0,90.75,60.333333333333336,104.50039872332226,0.24
17246.0,0.7583961714966999,111.0,2.0,303.0,0.0,18.0,3.0,19.46,38.2,85.41779674049197,0.2
18241.0,0.7579105176922137,43.0,2.0,182.0,0.0,129.0,14.5,233.15,4.964285714285714,26.268530874141295,0.33
15403.0,0.7574703797847093,56.0,2.0,295.0,0.0,246.0,4.0,85.44,34.0,89.95554457619608,0.21
15662.0,0.7574536274921393,226.0,2.0,303.0,0.0,72.5,6.0,141.865,7.0,23.2163735324878,0.2
13851.0,0.7573098770116395,6.0,3.0,244.0,0.0,52.666666666666664,6.333333333333333,188.66666666666666,13.166666666666666,55.86143571373726,0.37
14820.0,0.7572190807779603,157.0,2.0,242.0,0.0,94.0,6.0,132.56,7.636363636363637,25.32695294453214,0.25
15070.0,0.7569608515049026,156.0,2.0,289.0,0.0,151.5,15.5,315.425,4.433333333333334,24.282366716062363,0.21
13427.0,0.7568758582308899,42.0,3.0,287.0,0.0,111.66666666666667,7.666666666666667,141.31,11.090909090909092,40.39201841348302,0.32
17699.0,0.75671132225756,41.0,2.0,126.0,0.0,104.0,9.5,221.0,4.666666666666667,19.79898987322333,0.48
16890.0,0.756573695683814,41.0,3.0,147.0,0.0,81.0,6.333333333333333,95.13666666666666,5.777777777777778,20.661289623082315,0.62
12870.0,0.7564486165365807,42.0,2.0,189.0,0.0,192.0,17.5,246.00000000000003,4.323529411764706,25.2102920159488,0.32
14055.0,0.7556304495726256,142.0,2.0,288.0,0.0,252.0,11.5,397.65999999999997,6.590909090909091,30.91410387156351,0.21
17773.0,0.7554659493606473,79.0,2.0,255.0,0.0,127.0,24.0,287.685,3.240740740740741,23.81448361039201,0.24
17664.0,0.7553260220903358,39.0,2.0,185.0,0.0,227.0,18.5,280.795,4.027777777777778,24.16666666666667,0.33
14238.0,0.7550850910644831,227.0,2.0,299.0,0.0,39.0,2.5,143.69,18.0,36.0,0.2
15287.0,0.7548522985006385,0.0,2.0,302.0,0.0,73.5,5.5,91.62,30.2,95.50078533708505,0.2
15008.0,0.7538659646539756,45.0,2.0,202.0,0.0,750.0,6.0,180.0,14.272727272727273,47.33728109870889,0.3
17005.0,0.7537565668527267,35.0,2.0,153.0,0.001447178002894356,345.5,8.5,311.18,6.9411764705882355,28.619203754287287,0.4
14308.0,0.7527011538340693,114.0,2.0,114.0,1.5,1.0,1.0,573.51,0.0,0.0,0.53
14173.0,0.7523807702278361,206.0,2.0,295.0,0.06818181818181818,22.0,2.0,67.58,29.666666666666668,51.38417395787669,0.21
13873.0,0.7523398963136699,139.0,2.0,211.0,0.0,29.0,5.5,131.35000000000002,7.1,22.45217138719549,0.29
14427.0,0.7521789781796897,59.0,2.0,196.0,0.0,155.0,13.5,450.09000000000003,5.269230769230769,26.867910513931214,0.31
14480.0,0.7521195376584647,2.0,2.0,283.0,0.0027100271002710027,184.5,18.0,338.46500000000003,8.0,47.32863826479693,0.22
14486.0,0.7520130609404028,76.0,2.0,118.0,0.0,45.0,3.0,87.75,8.2,18.335757415498275,0.52
16132.0,0.7515376497460114,109.0,2.0,192.0,0.0,140.0,8.5,332.1,5.1875,20.75,0.32
13900.0,0.7508339717156237,69.0,2.0,189.0,0.0,173.0,19.5,291.46000000000004,3.1578947368421053,19.466570535691503,0.32
16723.0,0.7504983853585007,8.0,2.0,300.0,0.0,280.0,36.5,327.48,3.5925925925925926,32.333333333333336,0.2
13602.0,0.7503952560662802,0.0,2.0,125.0,0.0,111.5,13.5,229.29,4.8076923076923075,24.514516892273008,0.49
13700.0,0.7503867069639989,233.0,2.0,235.0,0.1774193548387097,31.0,6.0,40.775,0.18181818181818182,0.6030226891555273,0.26
15434.0,0.7502796841085642,0.0,2.0,249.0,0.0,235.0,26.5,417.365,4.769230769230769,34.391412165964205,0.24
13024.0,0.7501243780624879,35.0,2.0,147.0,0.03867403314917127,90.5,15.5,277.935,3.7,20.265734627691145,0.41
14551.0,0.7499853243595885,67.0,2.0,246.0,0.0,61.5,3.5,89.425,29.833333333333332,73.07644399303148,0.25
13476.0,0.7494710288082219,51.0,2.0,209.0,0.0,93.0,17.0,272.20000000000005,4.787878787878788,27.504269641000263,0.29
12933.0,0.7494657115852033,16.0,3.0,294.0,0.21621621621621623,74.0,26.333333333333332,137.78333333333333,3.5063291139240507,31.164934855650863,0.31
14821.0,0.7492201408017855,196.0,3.0,241.0,0.0,22.333333333333332,2.0,97.88333333333333,8.8,19.677398201998148,0.38
12810.0,0.7490510182286048,99.0,2.0,241.0,0.0,194.5,16.0,267.495,4.580645161290323,25.503952887802033,0.25
15636.0,0.7487928220459913,2.0,2.0,134.0,0.0,138.0,16.0,359.90999999999997,4.258064516129032,23.707899867534287,0.45
15639.0,0.7486894656304803,16.0,2.0,170.0,0.03231939163498099,263.0,21.5,319.88,3.558139534883721,23.332281260888514,0.36
14611.0,0.7486858294105853,8.0,2.0,163.0,0.001718213058419244,291.0,19.0,302.16499999999996,4.162162162162162,25.31744404502502,0.37
13781.0,0.7485065759490773,157.0,2.0,286.0,0.003703703703703704,135.0,20.0,325.495,3.282051282051282,20.49640368705115,0.21
17561.0,0.7484549314750473,95.0,2.0,298.0,0.0,77.0,47.0,180.325,2.082474226804124,20.50999253569911,0.2
18002.0,0.7484331281679615,90.0,3.0,296.0,0.0,18.333333333333332,14.0,58.75666666666666,5.0,22.454398232862975,0.31
15289.0,0.7483317008713778,23.0,2.0,186.0,0.0,309.5,19.5,326.655,4.2894736842105265,26.442091644314296,0.33
14010.0,0.7482195476176969,130.0,2.0,130.0,0.2768361581920904,88.5,11.5,222.57500000000002,0.0,0.0,0.47
16330.0,0.7477138300908576,3.0,3.0,227.0,0.0,48.0,17.666666666666668,104.43333333333334,4.12962962962963,30.346456257813816,0.4
17794.0,0.7475088183474835,251.0,2.0,253.0,0.0,23.0,3.5,73.65,0.16666666666666666,0.408248290463863,0.24
18053.0,0.7474999881039955,90.0,2.0,92.0,0.056074766355140186,53.5,6.0,135.525,0.09090909090909091,0.30151134457776363,0.66
18108.0,0.7474725959858747,161.0,2.0,302.0,0.0,88.5,15.0,288.905,4.827586206896552,25.99734734478726,0.2
14372.0,0.7466924976726497,8.0,2.0,164.0,0.005291005291005291,189.0,19.0,430.04,4.216216216216216,25.64624201963574,0.37
16390.0,0.7465569017319019,101.0,3.0,244.0,0.0,40.666666666666664,7.0,155.83333333333334,7.05,31.528558482747037,0.37
13104.0,0.7465085613795738,98.0,2.0,218.0,0.0,57.0,2.5,139.11,29.75,59.50000000000001,0.28
15797.0,0.7464799781047755,146.0,2.0,246.0,0.0,204.0,2.0,306.84000000000003,33.333333333333336,57.735026918962575,0.25
14751.0,0.7462643910003731,249.0,2.0,291.0,0.0,32.5,3.5,63.225,6.833333333333333,16.73817990901838,0.21
15682.0,0.746193428568304,164.0,2.0,252.0,0.0045045045045045045,111.0,12.5,159.12,3.6666666666666665,17.96292478040997,0.24
17709.0,0.7457793504867211,35.0,4.0,168.0,0.0,69.5,8.25,133.39,4.09375,18.2391980847348,0.72
12399.0,0.7454443984699388,84.0,2.0,209.0,0.0,374.5,18.0,269.72499999999997,3.5714285714285716,21.128856368212915,0.29
12920.0,0.7453496696271876,136.0,3.0,290.0,0.0,97.33333333333333,10.666666666666666,107.95333333333333,4.935483870967742,27.479611210096554,0.31
13465.0,0.7451389499610931,11.0,2.0,151.0,0.0,292.0,17.0,465.56,4.212121212121212,24.196794177842,0.4
17638.0,0.7446047396768299,212.0,2.0,286.0,0.0,216.0,1.5,421.20000000000005,37.0,52.32590180780452,0.21
18236.0,0.7440290764710418,46.0,3.0,168.0,0.0,47.333333333333336,7.666666666666667,141.47333333333333,5.5,25.797286679028865,0.54
14265.0,0.7439929490426914,29.0,2.0,177.0,0.0,192.5,24.0,421.585,3.127659574468085,21.4421537501905,0.34
15055.0,0.7439640637849615,39.0,3.0,288.0,0.0,75.0,25.666666666666668,183.04,3.0875,19.422806475697715,0.32
13514.0,0.7438743828470269,144.0,2.0,247.0,0.0,94.0,7.5,294.35,7.285714285714286,27.260646675067285,0.25
15416.0,0.7436957223776803,43.0,3.0,241.0,0.0030303030303030303,110.0,12.0,196.16666666666666,5.628571428571429,33.29907763630356,0.38
13627.0,0.7432691958749438,53.0,2.0,205.0,0.005509641873278237,181.5,18.5,303.71500000000003,4.222222222222222,25.333333333333332,0.3
17572.0,0.7432594346897862,2.0,4.0,289.0,0.0,32.5,2.75,56.115,28.7,48.83543795237225,0.42
15157.0,0.742973808862591,134.0,2.0,294.0,0.0,537.0,13.5,359.02,6.115384615384615,31.182465486971264,0.21
17763.0,0.7427210727725797,218.0,3.0,224.0,0.4827586206896552,9.666666666666666,4.333333333333333,23.71666666666667,0.4166666666666667,1.443375672974064,0.41
17990.0,0.7422567658117879,106.0,2.0,297.0,0.05555555555555555,108.0,6.0,267.84000000000003,17.272727272727273,57.28715546977509,0.2
17185.0,0.7422195406988452,156.0,3.0,163.0,0.0,39.666666666666664,14.666666666666666,76.48666666666666,0.13953488372093023,0.9149914219956281,0.56
