Customer ID,churn_risk,CLV_6_month,CLV_12_month,clv_tier,segment,segment_label,revenue_at_risk
12418.0,0.6315458856950473,-207.8871188868963,-419.07894302256176,Bronze,1,Lost,-264.667582247328
12421.0,0.5812702703435041,-0.23873764017662236,-0.47961685655371017,Gold,1,Lost,-0.2787870198702767
12422.0,0.3077312346587842,20582.880874568516,41576.84540382967,Platinum,1,Lost,12794.493969337902
12424.0,0.6215439575294721,-230.1794772891096,-464.7114245923344,Bronze,1,Lost,-288.83857795027836
12425.0,0.30038903355254076,,,,0,At Risk,0.0
12426.0,0.6432172563903447,-0.054721804084046435,-0.11020787832055479,Gold,0,At Risk,-0.0708876091259482
12429.0,0.5350121070351556,-363.5979420962365,-731.0481039469644,Bronze,1,Lost,-391.11958643672085
12431.0,0.27771804578738385,4605.362768519709,9302.084009771375,Gold,1,Lost,2583.356592943778
12433.0,0.5348997242759201,-594.7651045720822,-1194.0625283091924,Bronze,0,At Risk,-638.7037171607951
12435.0,0.6229220216578158,-819.8675284471141,-1654.5089099877277,Bronze,1,Lost,-1030.6300350604247
12437.0,0.11788111889873934,4789.963104550515,9679.381969914235,Gold,1,Lost,1141.0163768617738
12439.0,0.6675599663052066,-5.978542996815902,-12.048535363425842,Silver,0,At Risk,-8.043119861235645
12440.0,0.7593648640202654,-68.10770201977277,-137.41983837388747,Silver,1,Lost,-104.35179688047391
12449.0,0.2887554416837104,,,,1,Lost,0.0
12450.0,0.5573772263695533,-196.48971710993135,-395.17068908155505,Bronze,1,Lost,-220.25914262282228
12451.0,0.5302248052200643,-1156.8209988638646,-2328.3895446350566,Bronze,0,At Risk,-1234.5698927805572
12454.0,0.46157020573656476,5.197313901669193e-11,,,1,Lost,0.0
12455.0,0.6014824772517395,-1042.191805602998,-2103.908367962145,Bronze,0,At Risk,-1265.4640170725352
12457.0,0.2856412949187988,,,,1,Lost,0.0
12458.0,0.2632271144703524,,,,1,Lost,0.0
12468.0,0.580120290593316,-6461.275344168475,-13045.714231816828,Bronze,0,At Risk,-7568.083531158937
12469.0,0.6158100408805092,-287.0811142526013,-577.0976691338062,Bronze,0,At Risk,-355.3825392213358
12471.0,0.06233236577670026,8450.145573786527,17077.962236297182,Platinum,1,Lost,1064.50978883355
12472.0,0.2848921691520764,6453.83449261212,13041.752551454905,Platinum,0,At Risk,3715.4931739286144
12474.0,0.37717217795508695,4587.962304768912,9265.355910503855,Gold,1,Lost,3494.6344682937765
12476.0,0.41521883272952154,-1498.5243389026348,-3014.3166366242835,Bronze,0,At Risk,-1251.6010353363124
12477.0,0.6268091786406359,-504.75122467372,-1016.0597345523881,Bronze,0,At Risk,-636.875567664605
12480.0,0.23084657479412607,,,,1,Lost,0.0
12481.0,0.5273376034355634,-3110.000048688666,-6272.777356447759,Bronze,0,At Risk,-3307.87137803403
12482.0,0.5732242402366866,-131199.32092377872,-264841.8610539762,Bronze,1,Lost,-151813.7745855356
12483.0,0.41783594503818616,16848.047777756427,34020.44305830071,Platinum,1,Lost,14214.963975882878
12484.0,0.5863943448143547,16366.832502855174,33064.11132841654,Platinum,1,Lost,19388.6078992957
12487.0,0.6991014106334584,4.4773904048366474e-11,,,1,Lost,0.0
12490.0,0.34231063717415094,5978.790487467375,12079.758562323244,Platinum,1,Lost,4135.029850378775
12494.0,0.6396674015935498,-0.10178445392961033,-0.20475117708595914,Gold,1,Lost,-0.13097265341979628
12495.0,0.663688390155496,-0.0523512207435764,-0.10540566047902192,Gold,1,Lost,-0.06995651311659884
12496.0,0.6777796029630025,6.564808400532702e-11,,,1,Lost,0.0
12497.0,0.5206389630649267,-116.6727720462601,-235.02777108970386,Bronze,1,Lost,-122.36461503160439
12500.0,0.4764019037825277,3235.863722710895,6534.540126404438,Gold,1,Lost,3113.0673565623933
12504.0,0.29077999160146417,7.311957121218769e-11,,,1,Lost,0.0
12510.0,0.5244374696554341,20906.283210135265,42234.368717827965,Platinum,1,Lost,22149.28546287232
12516.0,0.2664798213401782,7.209293923787886e-11,,,1,Lost,0.0
12519.0,0.5930817910320126,-0.3957559094693865,-0.7945276180826245,Gold,1,Lost,-0.47121986275684186
12523.0,0.3672423470403403,2650.681340167871,5356.007457303764,Gold,1,Lost,1966.9527493857995
12524.0,0.47882569997451135,-35581.25589480493,-71836.18785396841,Bronze,1,Lost,-34397.01293267692
12525.0,0.6412448383925423,-5665.03892810337,-11443.466430856175,Bronze,1,Lost,-7338.063782104851
12527.0,0.7003323995732189,-28.504841154147613,-57.29349810057758,Silver,1,Lost,-40.12449300472116
12529.0,0.5941983438211587,-0.1769170568087753,-0.35558873172862115,Gold,1,Lost,-0.21129023547461298
12530.0,0.6095107722035366,-982.1261129195357,-1981.1782505416372,Bronze,1,Lost,-1207.5494853604848
12531.0,0.5972222657523237,-0.03517067520177687,-0.07085150740799082,Gold,0,At Risk,-0.04231409778616783
12533.0,0.6306791063144046,-177.36167116472205,-358.1849112730282,Bronze,0,At Risk,-225.89973973697772
12539.0,0.5874870187170413,-82.78571648860998,-166.82333488938087,Silver,0,At Risk,-98.00654366659695
12540.0,0.1888719437678879,9852.606147942886,19906.492653838628,Platinum,1,Lost,3759.7779611316832
12542.0,0.7398099885696343,-45.55843386375924,-91.89998570329486,Silver,1,Lost,-67.98852737270413
12549.0,0.6302599188950542,-1019.8348287445226,-2058.907935321649,Bronze,1,Lost,-1297.647148328206
12557.0,0.605435991956903,-253.6664698301913,-511.198506214061,Bronze,1,Lost,-309.49797469659705
12567.0,0.5983213119583883,-1745.2875037755548,-3522.504598297035,Bronze,1,Lost,-2107.5895726325375
12573.0,0.2881120666589139,,,,1,Lost,0.0
12575.0,0.6458689910963467,-108.82744092531546,-218.72565678195542,Silver,1,Lost,-141.26811927264734
12576.0,0.6319672716655221,-188.08582103213888,-378.7552334695324,Bronze,1,Lost,-239.36091152477826
12577.0,0.4165203184726531,4.401267761960195e-11,,,1,Lost,0.0
12578.0,0.3029887336810442,,,,0,At Risk,0.0
12582.0,0.27821505230618493,8.037720897689361e-11,,,0,At Risk,0.0
12583.0,0.3403062601052096,7948.444018347598,16058.763229217533,Platinum,1,Lost,5464.897656450077
12586.0,0.32738727090585307,4.569619649384628e-11,,,1,Lost,0.0
12588.0,0.6462285008873028,-0.09210571226332628,-0.18534068730499595,Gold,1,Lost,-0.11977243451052988
12589.0,0.6403918768916301,-218.4858253104641,-440.1548969343371,Bronze,1,Lost,-281.87162057082213
12590.0,0.46157020573656476,-0.16095658906530258,-0.3239285887544339,Gold,1,Lost,-0.14951578535533913
12592.0,0.5960370320455979,,,,1,Lost,0.0
12594.0,0.7067225023767458,-270.6446833672843,-545.6936098058035,Bronze,1,Lost,-385.65395345295696
12598.0,0.671679393785084,-1036.480644213055,-2091.5432967736847,Bronze,1,Lost,-1404.8465336522047
12599.0,0.6397792873344036,-146.04648010963723,-294.20199778990786,Bronze,1,Lost,-188.22434447838504
12600.0,0.4186410619450035,2880.7493254994183,5820.126446409678,Gold,1,Lost,2436.543916179147
12605.0,0.29050624372684947,,,,1,Lost,0.0
12609.0,0.6367545768462776,-1565.4711760690905,-3161.0418817478535,Bronze,1,Lost,-2012.8078858057154
12613.0,0.5656350963571969,-3163.572135886977,-6389.297813932666,Bronze,0,At Risk,-3614.011084638631
12615.0,0.5679894226925305,-2152.0785549860293,-4346.159241780877,Bronze,0,At Risk,-2468.5724786689266
12621.0,0.238183305401457,7652.716491758225,15455.859646896255,Platinum,1,Lost,3681.3277385187457
12623.0,0.565542962062646,-1628.8313672823117,-3288.361076979003,Bronze,1,Lost,-1859.7094638062179
12625.0,0.6065789525656676,-355.7621268702351,-715.8755663161643,Bronze,0,At Risk,-434.2350511834131
12631.0,0.5808746969417184,-1345.2131960669208,-2714.9843539935437,Bronze,0,At Risk,-1577.065713827507
12632.0,0.6310408604744088,-202.11832688205055,-407.0711665190493,Bronze,1,Lost,-256.8785391945022
12633.0,0.6023853959488302,-872.6680279201727,-1757.287232128587,Bronze,0,At Risk,-1058.5641651216029
12634.0,0.686150276461735,-28.93069008979747,-58.16997737577958,Silver,1,Lost,-39.91334605816403
12637.0,0.6331006113844441,-62.785294209152774,-126.22892335956519,Silver,0,At Risk,-79.91560855334086
12639.0,0.3208638859732904,-132.22779610194686,-266.1874400868103,Bronze,1,Lost,-85.40993642353637
12643.0,0.6177284194198953,-1.0753524645113601,-2.1690635454159946,Silver,1,Lost,-1.3398921955311367
12644.0,0.6765582207929385,-18.112178687865214,-36.555335769333496,Silver,1,Lost,-24.731812928588734
12645.0,0.6642142519044415,-626.4127556763127,-1263.9643525921588,Bronze,1,Lost,-839.5431368908825
12647.0,0.10049494916799316,8903.927441224572,17988.083902567883,Platinum,1,Lost,1807.7115774181555
12648.0,0.7008165056904935,-358.566891942098,-723.7306218660669,Bronze,1,Lost,-507.2023654773849
12649.0,0.6689435827374681,-264.70563174445095,-534.257910411969,Bronze,1,Lost,-357.3884006968158
12651.0,0.2990184126673574,,,,1,Lost,0.0
12656.0,0.5891393595338692,-321.0359445334255,-646.5527208508003,Bronze,0,At Risk,-380.90965586692096
12662.0,0.4980789900922371,-17813.597516502803,-35944.82079755285,Bronze,1,Lost,-17903.360041891563
12663.0,0.7201484954152039,-14.477266774059427,-29.197059742211383,Silver,1,Lost,-21.02621864390135
12664.0,0.7148929681407802,-97.98976899792505,-197.48028159657494,Silver,1,Lost,-141.17726465985254
12665.0,0.691366957987183,-0.04166141729568344,-0.08391142948877209,Gold,1,Lost,-0.05801358974600836
12668.0,0.6086341998249288,-1713.7664180719444,-3458.308787832228,Bronze,0,At Risk,-2104.8450018297876
12672.0,0.6639619190307302,-0.08128013970371303,-0.16355200284902272,Gold,1,Lost,-0.10859230167295658
12675.0,0.6688706879232656,-0.509440646155868,-1.0268138511057923,Silver,0,At Risk,-0.6868056869582689
12676.0,0.5992748844464828,,,,1,Lost,0.0
12677.0,0.7681134150075382,-124.3461937677229,-250.92291960849994,Bronze,1,Lost,-192.73726068414686
12678.0,0.44803638634300297,91695.4458108635,185193.6892807474,Platinum,0,At Risk,82973.511318875
12681.0,0.09325539311885146,8441.929508297497,17058.633023272567,Platinum,0,At Risk,1590.809528655505
12682.0,0.12192005913832503,7062.167010457971,14271.414689892823,Platinum,1,Lost,1739.9717229792934
12683.0,0.5598186894280215,-19114.07215942425,-38608.2137430025,Bronze,1,Lost,-21613.59961876459
12687.0,0.5664676327640794,,,,0,At Risk,0.0
12693.0,0.6217398054501061,-177.15533907829638,-356.7146067442033,Bronze,1,Lost,-221.78367019835207
12695.0,0.6896817527989849,-130.05015611754246,-262.27076209456476,Bronze,1,Lost,-180.883358909305
12696.0,0.5291434520395804,-325.7226108589487,-656.9942852117067,Bronze,1,Lost,-347.6442240471991
12701.0,0.6224001585140048,-840.1414290121342,-1694.590031798379,Bronze,1,Lost,-1054.7131044075634
12703.0,0.6876190419072689,-23.9272813883343,-48.28742354891699,Silver,1,Lost,-33.20335191687679
12705.0,0.5447197873727402,-844.025305619239,-1703.2460813603132,Bronze,0,At Risk,-927.7918432820427
12708.0,0.549458135974109,3785.2933345798006,7647.0236153248725,Gold,1,Lost,4201.719341426397
12709.0,0.11825220872083193,14367.493692382879,29032.95940204593,Platinum,1,Lost,3433.2115749941754
12711.0,0.6490016003482902,-101.56044583566657,-204.57177510322506,Silver,0,At Risk,-132.7674094280836
12712.0,0.5858744899985149,4029.842207921951,8141.195753742156,Gold,1,Lost,4769.71891020176
12714.0,0.5739324508061064,-14022.846580955787,-28323.275638639847,Bronze,0,At Risk,-16255.647002141457
12720.0,0.4928503771295155,-5595.922648119719,-11270.699356489418,Bronze,1,Lost,-5554.768428359198
12721.0,0.5438562381063274,-0.4149120769913721,-0.8328809388313727,Gold,0,At Risk,-0.45296749418329657
12724.0,0.6307038422119723,-121.98896747178628,-245.22067147202702,Bronze,1,Lost,-154.66161968720724
12725.0,0.6467566021306578,-33.199187684196225,-66.79236352271927,Silver,1,Lost,-43.198402080229606
12726.0,0.7402183123243637,-29.587494356622024,-59.56015429839894,Silver,1,Lost,-44.08751689653956
12727.0,0.7019207341994637,-396.69651708712473,-799.9195939692261,Bronze,1,Lost,-561.4801486994161
12731.0,0.5728111247774978,-6973.564600717586,-14072.00299563967,Bronze,0,At Risk,-8060.5998638046785
12733.0,0.6542864947352615,-152.82040694331377,-308.2651309565938,Bronze,0,At Risk,-201.6937119826961
12737.0,0.571771963430204,,,,1,Lost,0.0
12741.0,0.7238522005942013,-39.21852293496744,-78.83358875902694,Silver,1,Lost,-57.06386670395994
12742.0,0.5740738644951915,-0.08806453403846097,-0.1772778243073975,Gold,0,At Risk,-0.10177056568944727
12744.0,0.5732251108786277,-737.3886069361572,-1483.6859890422993,Bronze,0,At Risk,-850.4860655778384
12745.0,0.7131216042813032,-273.63468708017643,-551.9310592939469,Bronze,1,Lost,-393.5939624563785
12746.0,0.651973242434842,-77.86918921082012,-157.13391633634345,Silver,1,Lost,-102.44710893029102
12747.0,0.28364221732626516,2723.0963223301646,5502.466786853486,Gold,1,Lost,1560.7318801872525
12748.0,0.06533234632301088,6908.32011676105,13962.269350878965,Platinum,1,Lost,912.1878166867849
12749.0,0.551630727384029,-0.20519386977180254,-0.41236575990471247,Gold,0,At Risk,-0.2274736240845044
12755.0,0.6274921157698802,-3932.306383013044,-7943.432119831679,Bronze,1,Lost,-4984.441027347605
12758.0,0.5320421905505189,-4436.544475278088,-8959.677019283772,Bronze,0,At Risk,-4766.926187964882
12759.0,0.5887098340193745,-1292.2324419074903,-2608.9597643364255,Bronze,0,At Risk,-1535.9202698257234
12761.0,0.5349511674259132,-17.305001110096903,-34.73116887197239,Silver,1,Lost,-18.57947933412817
12765.0,0.581656550254831,-3375.172278826954,-6811.539564166849,Bronze,1,Lost,-3961.9766048175843
12768.0,0.29360670269644135,,,,1,Lost,0.0
12770.0,0.5546925979450482,-1604.0726062235044,-3234.60030166557,Bronze,0,At Risk,-1794.2088446447117
12771.0,0.6149379350170552,-0.3645304684182753,-0.7319990500090338,Gold,1,Lost,-0.45013398424700135
12773.0,0.6651103481322526,,,,1,Lost,0.0
12778.0,0.7684003931707436,-45.179641623098185,-90.91980768135309,Silver,1,Lost,-69.86281596936011
12779.0,0.5692528381075069,-2705.1236293934185,-5463.834537194016,Bronze,1,Lost,-3110.30331724751
12782.0,0.4975566135953443,-1529.3018866770265,-3080.0795777220965,Bronze,1,Lost,-1532.5139642955844
12785.0,0.7404248686547097,-129.83027880098894,-261.98731968052914,Bronze,1,Lost,-193.98192676365522
12788.0,0.6410627731420774,-395.92243769829486,-797.3157097507979,Bronze,1,Lost,-511.12941996259013
12789.0,0.7584321368001864,-15.66678275487254,-31.563153985379877,Silver,1,Lost,-23.93851032128498
12791.0,0.7077533353316258,-40.53663334905088,-81.71166691208906,Silver,1,Lost,-57.83170479253788
12792.0,0.5918710664990645,-71.85286045023688,-144.74171944198721,Silver,1,Lost,-85.66843585303735
12800.0,0.7617614984672643,-33.80434457950814,-68.09161499764183,Silver,1,Lost,-51.86957067365968
12801.0,0.45749457102813107,-0.3015466246718022,-0.6057320516066553,Gold,0,At Risk,-0.27711912510777653
12802.0,0.4964642064517973,-15039.448096231694,-30324.454078028033,Bronze,1,Lost,-15055.006029932156
12804.0,0.592570347205036,-67.79468810014845,-136.18264026543514,Silver,1,Lost,-80.69779442538741
12805.0,0.7156157261061441,-282.04491037888516,-568.8495490258964,Bronze,1,Lost,-407.0776830713195
12806.0,0.5676726190007227,-1496.6628780346125,-3017.072980433933,Bronze,1,Lost,-1712.7097205192472
12808.0,0.41879916680372903,-78.9459587945313,-158.43624198624036,Silver,1,Lost,-66.35296613535145
12809.0,0.6391820987405945,-700.8608937241141,-1414.2719198439158,Bronze,1,Lost,-903.977293915724
12810.0,0.7490510182286048,-64.32197670756194,-129.56285141270206,Silver,1,Lost,-97.0491857752859
12813.0,0.6794835948186464,-523.3465460213956,-1055.7202468175228,Bronze,1,Lost,-717.3445884303991
12820.0,0.5854817886997787,-2144.528718467747,-4331.477135474463,Bronze,1,Lost,-2536.000980989782
12823.0,0.5189464485908628,9141.62501842901,18460.747616349327,Platinum,1,Lost,9580.13941383672
12825.0,0.7591797465182789,-59.421110739023824,-119.64190304510545,Silver,1,Lost,-90.82970962674766
12826.0,0.6577776115839342,-604.5916816246248,-1220.826973057612,Bronze,1,Lost,-803.0326504950799
12831.0,0.6037576780943236,,,,1,Lost,0.0
12835.0,0.08864202463551565,3575.535451140974,7226.142950670389,Gold,1,Lost,640.5399414530824
12836.0,0.3707785021176568,20965.549265087204,42354.982283073594,Platinum,1,Lost,15704.316888137919
12838.0,0.5213478797301941,-4309.7437957759585,-8692.482238161148,Bronze,1,Lost,-4531.807184457687
12839.0,0.35493157847941464,3495.1812681178726,7061.989493876574,Gold,1,Lost,2506.523078266655
12840.0,0.6762934286448999,-1382.4422324332866,-2790.3888533072295,Bronze,1,Lost,-1887.121644855657
12841.0,0.390850183119589,-3893.1486843631596,-7842.443128768646,Bronze,1,Lost,-3065.2203329841877
12842.0,0.4223929366918453,4.3888331732266693e-11,,,1,Lost,0.0
12843.0,0.13152056812795931,4183.831505206397,8453.63091176992,Gold,1,Lost,1111.8263402600587
12844.0,0.7896487785121462,-53.51561015116382,-107.68098758221385,Silver,1,Lost,-85.03016031327675
12849.0,0.279719789852526,7.489792217556703e-11,,,1,Lost,0.0
12853.0,0.6522614390128414,-638.9202758743303,-1289.2523282493767,Bronze,1,Lost,-840.9295788745945
12854.0,0.613594708613584,-604.2213524371255,-1219.8300463527169,Bronze,0,At Risk,-748.48126184989
12857.0,0.629595926033659,-2765.687971776374,-5582.861993017328,Bronze,1,Lost,-3514.9471664118637
12862.0,0.22481209067395477,,,,0,At Risk,0.0
12863.0,0.6233117243615522,-967.8915854081788,-1951.1683048505454,Bronze,1,Lost,-1216.1860806160003
12866.0,0.5763401734933054,-141.47369745442427,-284.1979264523174,Bronze,1,Lost,-163.79468223796624
12867.0,0.6126393969010215,-2677.6299368828877,-5406.911065708673,Bronze,0,At Risk,-3312.486734393221
12870.0,0.7564486165365807,-63.404919369838495,-127.63523451589342,Silver,1,Lost,-96.54949657086961
12872.0,0.4302664497046691,16169.61389365974,32665.692266613598,Platinum,1,Lost,14054.951438701099
12874.0,0.617550890328333,-0.16976146009753143,-0.3413698130226108,Gold,1,Lost,-0.21081323196332988
12875.0,0.6951693597024327,-255.95704334644853,-516.3483196345327,Bronze,1,Lost,-358.94953074376514
12876.0,0.6103316290709632,-0.08760741435231724,-0.17627061070373115,Gold,0,At Risk,-0.10758352898814179
12877.0,0.6435102559612311,-667.0801406788422,-1346.66257689499,Bronze,1,Lost,-866.5911795511062
12889.0,0.6085949986560315,-90.48063303574699,-182.107246069746,Silver,1,Lost,-110.82955917707066
12891.0,0.6761100280866794,5455.4289563760485,11014.047566307072,Gold,1,Lost,7446.708009403897
12898.0,0.8010391623376452,-30.4755676439106,-61.3746247793748,Silver,1,Lost,-49.16347802205767
12905.0,0.6217523109583099,-146.92695080640064,-296.3569730969286,Bronze,1,Lost,-184.260632891625
12907.0,0.611933765425706,-64.58710910829721,-130.06248411502023,Silver,1,Lost,-79.5896256451254
12908.0,0.646362151138974,-66.68873882431004,-134.2561823838878,Silver,1,Lost,-86.77811484935614
12909.0,0.64180044582793,-111.81317836079509,-225.4634697479324,Silver,1,Lost,-144.70255540213503
12910.0,0.6812972980834734,-969.4995139963622,-1955.2317389300042,Bronze,1,Lost,-1332.094100860063
12913.0,0.5938520872578174,-1266.385690603126,-2557.4874393511927,Bronze,1,Lost,-1518.7692539943564
12915.0,0.7363050615869451,-1069.2572438808334,-2156.535502380571,Bronze,1,Lost,-1587.8680058947598
12916.0,0.7106641519063763,-438.1307429918979,-883.7427876973369,Bronze,1,Lost,-628.0443187223048
12917.0,0.6464010966738275,-492.3260865762232,-993.4672701851644,Bronze,1,Lost,-642.1783329572439
12918.0,0.7185102874062355,6.401492249258783e-11,,,2,Loyal,0.0
12920.0,0.7453496696271876,-26.149303968290084,-52.69859458378275,Silver,1,Lost,-39.27888006283957
12921.0,0.07989510787860525,9413.667491010869,19025.048099023392,Platinum,1,Lost,1520.0082702671277
12924.0,0.609603273652478,-1058.4536636520484,-2137.4386384474187,Bronze,1,Lost,-1302.9895912288418
12926.0,0.677375629053359,-195.14056433493226,-393.75878334319066,Bronze,0,At Risk,-266.72260356237905
12928.0,0.4961189252341879,-2186.465660339693,-4406.204020368653,Bronze,1,Lost,-2186.001202947854
12931.0,0.07705319767395262,13163.154345257211,26601.9315996657,Platinum,1,Lost,2049.7638940580077
12932.0,0.6212415998999398,-9432.703286209391,-19043.64461257772,Bronze,1,Lost,-11830.70424704365
12933.0,0.7494657115852033,-41.27749534660447,-83.18951240470005,Silver,1,Lost,-62.34768711081462
12935.0,0.5570447826867241,-12966.825267390546,-26161.66423207077,Bronze,1,Lost,-14573.218566876903
12937.0,0.6485437500104152,-1400.8511547762234,-2829.001326282494,Bronze,1,Lost,-1834.731128931687
12939.0,0.37056592620760015,-16226.335425109817,-32763.928271753848,Bronze,1,Lost,-12141.19542622184
12943.0,0.6745419963246462,-33.27285481435698,-66.96138391697346,Silver,1,Lost,-45.16826558401633
12948.0,0.7180875051376819,-4.386073655377091,-8.840223711952994,Silver,1,Lost,-6.348054190175303
12949.0,0.35189140138929764,8439.079035691295,17051.56757791481,Platinum,0,At Risk,6000.300010876755
12951.0,0.5211423948743276,12762.848900397614,25775.99990669279,Platinum,1,Lost,13432.966321654323
12956.0,0.7165039941570787,-66.49565752025559,-134.1752277843341,Silver,1,Lost,-96.13708662441122
12957.0,0.5966794455535112,-22463.779103408062,-45374.89801855348,Bronze,0,At Risk,-27074.268991757603
12959.0,0.5843938685901882,-26.039375372445374,-52.462526526899644,Silver,1,Lost,-30.65877883307025
12960.0,0.6286446832008832,-298.14236526827466,-601.2351834551206,Bronze,1,Lost,-377.9633014323692
12963.0,0.45323138081359343,-1564.7650344448434,-3151.5038780208,Bronze,1,Lost,-1428.3604542747619
12971.0,0.1203182162911118,2680.378189750181,5415.929010722112,Gold,1,Lost,651.6349181293702
12972.0,0.6325637625938537,-308.87321057244594,-623.1950544987799,Bronze,1,Lost,-394.21060850362994
12975.0,0.5875527937225704,-3186.596633161844,-6436.178857235808,Bronze,1,Lost,-3781.5948684670398
12976.0,0.5748900984853831,-2015.2833772271053,-4067.3962938591494,Bronze,1,Lost,-2338.3058559557685
12977.0,0.6782501274842951,-84.02898553210561,-168.83332184452036,Silver,1,Lost,-114.51122206464296
12978.0,0.6497519062262982,-421.9406780814596,-851.840032022658,Bronze,0,At Risk,-553.484684606593
12979.0,0.6458584539230384,4.4903359358174e-11,,,0,At Risk,0.0
12980.0,0.3429187743827572,10739.211127355506,21697.73166669711,Platinum,1,Lost,7440.559550029712
12982.0,0.561147696917218,2050.4896498447765,4138.0480693224235,Gold,1,Lost,2322.0561438330183
12986.0,0.5088468523737826,-4615.868046378672,-9319.56104027474,Bronze,1,Lost,-4742.229300849137
12987.0,0.7059337750470451,-23.239718933613045,-46.81753352760955,Silver,1,Lost,-33.05007818153701
12989.0,0.1228082901186193,4815.2524361320975,9729.460386907735,Gold,1,Lost,1194.858393892979
12990.0,0.7405631708079233,-180.16037261810604,-363.1352993913389,Bronze,1,Lost,-268.92462874953446
12993.0,0.7015031672089863,-467.87465517629505,-943.9834972142069,Bronze,1,Lost,-662.2074130887814
12997.0,0.7264168722811108,-3829.8762491078314,-7735.677774909658,Bronze,1,Lost,-5619.326854224377
12998.0,0.6427436887794449,-435.81561212018454,-879.2463741290201,Bronze,1,Lost,-565.1300578536383
13000.0,0.6601872637278828,-0.09838822772903291,-0.19828142772735693,Gold,1,Lost,-0.13090287321938174
13001.0,0.11875179835373646,10795.241320831647,21814.482691752706,Platinum,0,At Risk,2590.5090498020913
13002.0,0.2180688021926655,,,,1,Lost,0.0
13004.0,0.13279839284989173,3589.2584698796786,7252.655958764202,Gold,1,Lost,963.1410552170767
13005.0,0.29452137185645133,,,,1,Lost,0.0
13008.0,0.689392832700494,-0.302071257428195,-0.6098113689066322,Gold,1,Lost,-0.42039958702350916
13012.0,0.610277901178037,-199.17279183317385,-401.3112185644669,Bronze,1,Lost,-244.91136818472336
13013.0,0.2794862409079475,7326.35097700547,14801.644525677633,Platinum,1,Lost,4136.855987737341
13015.0,0.5027732880681448,-25743.81234942698,-51937.68574118252,Bronze,1,Lost,-26112.881034744336
13018.0,0.5292123094584131,-606.4323784102845,-1222.76081426896,Bronze,1,Lost,-647.1000744345262
13019.0,0.6997339329034735,-485.11697672252757,-979.6659393547147,Bronze,1,Lost,-685.5055006762503
13020.0,0.6816387550233084,-187.7566514542657,-378.9221274644464,Bronze,1,Lost,-258.28800721564863
13021.0,0.6268977339590869,-6074.411108142902,-12270.317359169367,Bronze,1,Lost,-7692.234147422123
13024.0,0.7501243780624879,-165.87325372987257,-334.1672840270484,Bronze,1,Lost,-250.66702609962044
13026.0,0.7088440969619475,-422.18110881592946,-852.525654376828,Bronze,1,Lost,-604.3077776136361
13027.0,0.2696316109124618,9503.107521101085,19195.11362782229,Platinum,1,Lost,5175.609409117473
