Customer ID,recency_days,frequency,tenure_days,gross_spend,tenure_months,purchase_rate_monthly,avg_basket_quantity,avg_unique_items_per_basket,avg_basket_monetary_value,purchased_quantity,returned_quantity,return_events,return_value,return_rate,avg_days_between,std_days_between,lifetimes_frequency,lifetimes_recency,lifetimes_T,lifetimes_monetary_value
12374.0,153.0,1.0,153.0,1388.54,5.026281208935611,0.2,798.0,36.0,1388.54,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1e-10
12379.0,99.0,1.0,99.0,367.48,3.252299605781866,0.31,163.0,18.0,367.48,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1e-10
12380.0,30.0,7.0,227.0,6951.49,7.457293035479632,0.94,318.2857142857143,24.714285714285715,993.0699999999999,2228.0,17.0,2.0,1748.65,0.00763016157989228,1.1395348837209303,10.202812123184385,3.0,197.0,228.0,1231.3966666666665
12388.0,10.0,2.0,147.0,1120.45,4.829172141918528,0.41,269.5,23.0,560.225,539.0,0.0,0.0,0.0,0.0,3.022222222222222,20.273682995998094,1.0,137.0,148.0,658.83
12389.0,132.0,2.0,220.0,563.03,7.227332457293035,0.28,126.0,13.0,281.515,252.0,0.0,0.0,0.0,0.0,3.52,17.599999999999998,1.0,88.0,221.0,398.18
12391.0,29.0,5.0,227.0,2285.18,7.457293035479632,0.67,182.2,33.4,457.03600000000006,911.0,8.0,1.0,25.6,0.008781558726673985,1.1445086705202312,11.016738660624304,4.0,198.0,228.0,386.7975
12395.0,59.0,2.0,167.0,1376.82,5.486202365308804,0.36,430.5,34.0,688.4100000000001,861.0,0.0,0.0,0.0,0.0,1.6119402985074627,13.194299990480962,1.0,108.0,168.0,251.38
12399.0,84.0,2.0,209.0,539.45,6.865965834428383,0.29,374.5,18.0,269.72499999999997,749.0,0.0,0.0,0.0,0.0,3.5714285714285716,21.128856368212915,1.0,125.0,210.0,333.46999999999997
12402.0,15.0,4.0,235.0,875.65,7.720105124835742,0.52,106.75,12.0,218.91250000000002,427.0,1.0,1.0,12.75,0.00234192037470726,4.659574468085107,18.071448289864513,4.0,220.0,236.0,167.8
12406.0,161.0,2.0,262.0,1629.2,8.607095926412615,0.23,514.0,17.5,814.6,1028.0,0.0,0.0,0.0,0.0,2.9705882352941178,17.32135709939339,1.0,101.0,263.0,748.0
12408.0,15.0,2.0,63.0,509.16,2.0696452036793693,0.97,170.0,13.0,254.57999999999998,340.0,1.0,1.0,0.85,0.0029411764705882353,1.88,9.4,2.0,61.0,64.0,157.105
12409.0,90.0,3.0,130.0,7115.56,4.270696452036794,0.7,1503.3333333333333,30.0,2371.853333333333,4510.0,108.0,2.0,313.08000000000004,0.02394678492239468,0.43820224719101125,2.9846389159547018,2.0,40.0,131.0,1e-10
12412.0,52.0,2.0,104.0,1176.79,3.416557161629435,0.59,506.5,28.5,588.395,1013.0,6.0,2.0,15.9,0.005923000987166831,0.9285714285714286,6.948792289723033,3.0,60.0,105.0,163.33666666666667
12414.0,28.0,3.0,28.0,390.0,1.0,3.0,65.0,3.3333333333333335,130.0,195.0,194.0,2.0,260.0,0.9948717948717949,0.0,0.0,0.0,0.0,29.0,1e-10
12415.0,62.0,3.0,92.0,2717.98,3.0223390275952693,0.99,598.0,31.666666666666668,905.9933333333335,1794.0,0.0,0.0,0.0,0.0,0.30851063829787234,2.115109980844591,2.0,30.0,93.0,195.62
12417.0,10.0,8.0,298.0,2262.05,9.789750328515112,0.82,133.625,16.75,282.75625,1069.0,3.0,3.0,28.4,0.002806361085126286,2.142857142857143,10.567347404568054,11.0,299.0,299.0,193.32818181818183
12418.0,141.0,2.0,195.0,879.3100000000001,6.40604467805519,0.31,174.5,20.0,439.655,349.0,1.0,1.0,4.25,0.0028653295128939827,1.358974358974359,8.486792151669617,2.0,54.0,196.0,265.56
12421.0,70.0,1.0,70.0,77.8,2.299605781865966,0.43,29.0,4.0,77.8,29.0,4.0,1.0,5.0,0.13793103448275862,0.0,0.0,1.0,5.0,71.0,1e-10
12422.0,15.0,11.0,286.0,3356.7400000000002,9.395532194480946,1.17,158.36363636363637,8.090909090909092,305.15818181818184,1742.0,5.0,4.0,1112.45,0.0028702640642939152,3.0113636363636362,12.196187757667218,7.0,271.0,287.0,309.8985714285714
12424.0,113.0,1.0,113.0,446.53999999999996,3.712220762155059,0.27,422.0,15.0,446.53999999999996,422.0,10.0,3.0,50.25,0.023696682464454975,0.0,0.0,3.0,184.0,298.0,139.09666666666666
12425.0,13.0,1.0,13.0,964.21,1.0,1.0,651.0,55.0,964.21,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1e-10
12426.0,227.0,1.0,227.0,762.48,7.457293035479632,0.13,326.0,47.0,762.48,326.0,7.0,1.0,33.8,0.02147239263803681,0.0,0.0,1.0,16.0,228.0,1e-10
12429.0,6.0,4.0,111.0,2454.01,3.6465177398160313,1.1,333.25,14.0,613.5024999999999,1333.0,0.0,0.0,0.0,0.0,1.9090909090909092,14.158197111728086,1.0,105.0,112.0,1046.65
12431.0,28.0,11.0,258.0,3646.52,8.47568988173456,1.3,143.9090909090909,13.0,331.5018181818182,1583.0,6.0,2.0,52.5,0.003790271636133923,1.6056338028169015,8.540232483489003,10.0,230.0,259.0,247.375
12433.0,14.0,2.0,41.0,1126.09,1.3469119579500657,1.48,563.5,30.5,563.0450000000001,1127.0,1.0,1.0,152.4,0.0008873114463176575,0.45,3.4856850115866744,1.0,27.0,42.0,973.69
12435.0,42.0,3.0,302.0,3575.2000000000003,9.921156373193167,0.3,625.0,16.0,1191.7333333333333,1875.0,0.0,0.0,0.0,0.0,5.531914893617022,27.25152653389131,2.0,260.0,303.0,1283.6000000000001
12437.0,10.0,15.0,302.0,5937.47,9.921156373193167,1.51,273.1333333333333,19.266666666666666,395.83133333333336,4097.0,49.0,5.0,179.20000000000002,0.01195997071027581,0.9861111111111112,5.609829739118382,16.0,295.0,303.0,323.749375
12439.0,247.0,2.0,290.0,1142.88,9.526938239159001,0.21,239.0,35.5,571.44,478.0,30.0,1.0,53.7,0.06276150627615062,0.6142857142857143,5.1394830201378925,1.0,43.0,291.0,76.52000000000001
12440.0,27.0,2.0,282.0,859.2,9.264126149802891,0.22,165.5,16.0,429.6,331.0,23.0,1.0,91.05,0.06948640483383686,8.225806451612904,45.799352016827605,2.0,260.0,283.0,99.82
12449.0,3.0,1.0,3.0,678.6,1.0,1.0,724.0,9.0,678.6,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1e-10
12450.0,16.0,2.0,39.0,254.02,1.281208935611038,1.56,89.0,8.0,127.01,178.0,7.0,2.0,21.25,0.03932584269662921,1.4666666666666666,5.680375574437544,3.0,31.0,40.0,28.116666666666664
12451.0,28.0,3.0,94.0,3634.36,3.088042049934297,0.97,928.0,52.333333333333336,1211.4533333333334,2784.0,13.0,1.0,21.35,0.004669540229885058,0.4230769230769231,5.284229075567876,2.0,66.0,95.0,730.87
12454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.25,2.0,0.0,0.0,0.0,0.0,248.0,1e-10
12455.0,10.0,4.0,286.0,3413.09,9.395532194480946,0.43,303.25,34.25,853.2725,1213.0,0.0,0.0,0.0,0.0,2.014705882352941,14.36197927869773,3.0,276.0,287.0,592.2199999999999
12457.0,0.0,1.0,0.0,632.6800000000001,1.0,1.0,251.0,22.0,632.6800000000001,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1e-10
12458.0,52.0,1.0,52.0,380.61,1.7082785808147174,0.59,284.0,20.0,380.61,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1e-10
12468.0,91.0,3.0,247.0,2941.2,8.114323258869907,0.37,611.6666666666666,37.333333333333336,980.4,1835.0,13.0,3.0,34.89,0.007084468664850136,1.3963963963963963,10.38204681105301,5.0,176.0,255.0,582.38
12469.0,87.0,2.0,101.0,3070.54,3.3180026281208934,0.6,1276.0,38.0,1535.27,2552.0,0.0,0.0,0.0,0.0,0.18666666666666668,1.6165807537309522,1.0,14.0,102.0,1113.7
12471.0,3.0,38.0,297.0,13879.89,9.756898817345597,3.89,156.6578947368421,13.447368421052632,365.2602631578947,5953.0,141.0,23.0,676.55,0.023685536704182764,0.5607843137254902,3.215145789614594,38.0,303.0,303.0,346.8892105263158
12472.0,0.0,11.0,290.0,8383.59,9.526938239159001,1.15,490.27272727272725,40.18181818181818,762.1445454545454,5393.0,233.0,11.0,384.88,0.04320415353235676,0.63718820861678,4.809543097128187,21.0,295.0,296.0,383.7852380952381
12474.0,9.0,9.0,231.0,3251.2,7.588699080157687,1.19,221.88888888888889,20.77777777777778,361.2444444444444,1997.0,22.0,5.0,100.3,0.011016524787180772,1.1774193548387097,6.947348380532548,12.0,232.0,232.0,248.51
12476.0,2.0,4.0,66.0,2722.6600000000003,2.1681997371879107,1.84,286.25,32.75,680.665,1145.0,0.0,0.0,0.0,0.0,0.49230769230769234,4.54477492615396,2.0,64.0,67.0,745.46
12477.0,90.0,2.0,188.0,4485.86,6.176084099868594,0.32,827.5,96.5,2242.9300000000003,1655.0,0.0,0.0,0.0,0.0,0.5052083333333334,7.000372013924212,1.0,98.0,189.0,2464.63
12480.0,72.0,1.0,72.0,451.9,2.3653088042049935,0.42,271.0,27.0,451.9,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1e-10
12481.0,15.0,3.0,172.0,5084.95,5.650459921156373,0.53,1068.0,40.0,1694.9833333333333,3204.0,124.0,2.0,138.9,0.03870162297128589,1.3109243697478992,14.300496553640095,4.0,170.0,173.0,494.11249999999995
12482.0,141.0,29.0,218.0,23691.4,7.1616294349540075,4.05,932.4827586206897,7.0344827586206895,816.944827586207,27042.0,3.0,3.0,1797.8700000000001,0.00011093854004881296,0.3645320197044335,3.3589135373208676,6.0,204.0,219.0,2575.9616666666666
12483.0,1.0,8.0,242.0,1862.5,7.9500657030223385,1.01,98.25,6.0,232.8125,786.0,13.0,2.0,63.4,0.01653944020356234,5.042553191489362,16.720148541581324,7.0,241.0,243.0,219.6285714285714
12484.0,48.0,6.0,246.0,1826.78,8.081471747700395,0.74,179.83333333333334,19.666666666666668,304.4633333333333,1079.0,5.0,2.0,19.85,0.004633920296570899,1.5433070866141732,13.57621397156714,7.0,259.0,302.0,258.6114285714286
12487.0,295.0,1.0,295.0,285.3,9.69119579500657,0.1,174.0,2.0,285.3,174.0,30.0,1.0,25.5,0.1724137931034483,0.0,0.0,0.0,0.0,296.0,1e-10
12490.0,24.0,9.0,303.0,3490.19,9.95400788436268,0.9,264.8888888888889,19.22222222222222,387.7988888888889,2384.0,4.0,1.0,5.0,0.0016778523489932886,1.6046511627906976,9.303560369563666,9.0,279.0,304.0,320.1388888888889
12494.0,141.0,1.0,141.0,344.87,4.6320630749014455,0.22,204.0,20.0,344.87,204.0,8.0,1.0,15.100000000000001,0.0392156862745098,0.0,0.0,1.0,7.0,142.0,1e-10
12495.0,205.0,1.0,205.0,357.4,6.734559789750328,0.15,130.0,17.0,357.4,130.0,4.0,1.0,34.0,0.03076923076923077,0.0,0.0,1.0,6.0,206.0,1e-10
12496.0,185.0,2.0,185.0,45.34,6.077529566360052,0.33,15.0,5.0,22.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,1e-10
12497.0,209.0,1.0,209.0,1211.76,6.865965834428383,0.15,893.0,17.0,1211.76,893.0,1.0,1.0,36.75,0.0011198208286674132,0.0,0.0,1.0,38.0,248.0,1211.76
12500.0,0.0,8.0,238.0,1697.39,7.818659658344283,1.02,87.375,10.625,212.17375,699.0,10.0,4.0,31.35,0.01430615164520744,2.7976190476190474,13.659172973169278,9.0,238.0,239.0,140.51222222222222
12504.0,161.0,1.0,161.0,134.4,5.289093298291721,0.19,121.0,6.0,134.4,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,1e-10
12510.0,24.0,7.0,300.0,4195.45,9.85545335085414,0.71,242.28571428571428,16.0,599.35,1696.0,31.0,7.0,1488.69,0.018278301886792452,2.4594594594594597,16.606561563968835,7.0,276.0,301.0,328.4114285714286
12516.0,164.0,1.0,164.0,689.46,5.387647831800263,0.19,512.0,25.0,689.46,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,1e-10
12519.0,41.0,1.0,41.0,385.70000000000005,1.3469119579500657,0.74,212.0,22.0,385.70000000000005,212.0,7.0,1.0,31.35,0.0330188679245283,0.0,0.0,1.0,12.0,42.0,1e-10
12523.0,0.0,9.0,297.0,2234.67,9.756898817345597,0.92,136.66666666666666,13.88888888888889,248.29666666666668,1230.0,22.0,4.0,97.15,0.01788617886178862,2.3548387096774195,10.716747434904397,12.0,302.0,303.0,180.5391666666667
12524.0,10.0,7.0,234.0,5032.99,7.687253613666228,0.91,402.85714285714283,11.428571428571429,718.9985714285714,2820.0,5.0,1.0,34.75,0.0017730496453900709,2.810126582278481,15.717927009340352,6.0,233.0,235.0,739.89
12525.0,63.0,3.0,212.0,973.73,6.964520367936925,0.43,169.66666666666666,20.0,324.57666666666665,509.0,22.0,5.0,138.54999999999998,0.043222003929273084,2.5084745762711864,13.829469884566636,6.0,244.0,301.0,146.8216666666667
12527.0,59.0,2.0,94.0,386.8,3.088042049934297,0.65,146.0,7.0,193.4,292.0,0.0,0.0,0.0,0.0,2.6153846153846154,9.429903335828895,1.0,35.0,95.0,85.0
12529.0,93.0,1.0,93.0,316.48,3.055190538764783,0.33,192.0,21.0,316.48,192.0,2.0,1.0,4.7,0.010416666666666666,0.0,0.0,1.0,6.0,94.0,1e-10
12530.0,17.0,4.0,207.0,1651.55,6.800262812089356,0.59,387.0,19.5,412.8875,1548.0,1.0,1.0,18.0,0.0006459948320413437,2.4415584415584415,14.380627966024209,3.0,190.0,208.0,425.51666666666665
12531.0,251.0,1.0,251.0,1807.98,8.245729303547963,0.12,1074.0,110.0,1807.98,1074.0,15.0,1.0,34.15,0.013966480446927373,0.0,0.0,1.0,6.0,252.0,1e-10
12533.0,192.0,2.0,303.0,1367.89,9.95400788436268,0.2,352.0,36.0,683.945,704.0,136.0,4.0,217.9,0.19318181818181818,1.5492957746478873,13.054598240132385,4.0,120.0,304.0,55.017500000000005
12539.0,15.0,3.0,281.0,5646.400000000001,9.231274638633376,0.32,822.6666666666666,77.0,1882.1333333333332,2468.0,0.0,0.0,0.0,0.0,1.1521739130434783,17.473582544988354,1.0,266.0,282.0,497.34000000000003
12540.0,1.0,13.0,297.0,6420.83,9.756898817345597,1.33,238.46153846153845,16.384615384615383,493.90999999999997,3100.0,2.0,1.0,56.0,0.0006451612903225806,1.3632075471698113,7.18840331850657,10.0,296.0,298.0,595.223
12542.0,49.0,2.0,205.0,481.88,6.734559789750328,0.3,261.0,19.5,240.94,522.0,8.0,2.0,58.5,0.01532567049808429,4.105263157894737,25.306541696398956,3.0,156.0,206.0,19.53
12549.0,140.0,6.0,262.0,1575.68,8.607095926412615,0.7,227.66666666666666,8.166666666666666,262.61333333333334,1366.0,0.0,0.0,0.0,0.0,2.5,15.098259727813357,4.0,122.0,263.0,254.315
12557.0,111.0,2.0,287.0,3661.2000000000003,9.42838370565046,0.21,540.0,3.0,1830.6,1080.0,0.0,0.0,0.0,0.0,35.2,78.70959280799259,1.0,176.0,288.0,1708.56
12567.0,52.0,4.0,231.0,1976.9,7.588699080157687,0.53,207.75,23.25,494.225,831.0,6.0,1.0,29.7,0.007220216606498195,1.923913043478261,11.026674646084249,4.0,179.0,232.0,356.23
12573.0,30.0,1.0,30.0,152.02,1.0,1.0,73.0,9.0,152.02,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1e-10
12575.0,22.0,2.0,91.0,622.82,2.9894875164257555,0.67,157.5,19.0,311.40999999999997,315.0,0.0,0.0,0.0,0.0,1.864864864864865,11.343530124069655,1.0,69.0,92.0,281.02
12576.0,23.0,2.0,91.0,555.62,2.9894875164257555,0.67,133.0,17.0,277.81,266.0,12.0,2.0,50.0,0.045112781954887216,2.0303030303030303,11.663202949031755,3.0,91.0,92.0,43.623333333333335
12577.0,301.0,1.0,301.0,210.55,9.888304862023652,0.1,79.0,13.0,210.55,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,1e-10
12578.0,8.0,1.0,8.0,1011.86,1.0,1.0,688.0,39.0,1011.86,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1e-10
12582.0,142.0,1.0,142.0,837.11,4.664914586070959,0.21,370.0,53.0,837.11,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,1e-10
12583.0,16.0,9.0,298.0,4597.89,9.789750328515112,0.92,276.8888888888889,16.22222222222222,510.8766666666667,2492.0,1.0,1.0,8.5,0.0004012841091492777,1.9172413793103449,9.164017381006376,9.0,282.0,299.0,419.10555555555555
12586.0,288.0,1.0,288.0,422.35,9.461235216819974,0.11,157.0,19.0,422.35,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,1e-10
12588.0,162.0,1.0,162.0,328.9,5.321944809461235,0.19,172.0,17.0,328.9,172.0,4.0,1.0,19.8,0.023255813953488372,0.0,0.0,1.0,13.0,163.0,1e-10
12589.0,28.0,4.0,254.0,2989.0,8.344283837056505,0.48,170.0,21.75,747.25,680.0,1.0,1.0,1055.75,0.0014705882352941176,2.616279069767442,24.26237397077364,1.0,226.0,255.0,1217.75
12590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.9,2.0,0.0,0.0,1.0,105.0,172.0,1e-10
12592.0,84.0,3.0,84.0,2145.06,2.759526938239159,1.09,528.3333333333334,21.0,715.02,1585.0,3.0,3.0,1430.04,0.0018927444794952682,0.0,0.0,0.0,0.0,85.0,1e-10
12594.0,22.0,3.0,211.0,777.54,6.931668856767411,0.43,206.0,12.0,259.18,618.0,0.0,0.0,0.0,0.0,5.371428571428571,22.222253968231293,2.0,189.0,212.0,311.7
12598.0,28.0,3.0,213.0,1511.01,6.9973718791064385,0.43,314.0,24.666666666666668,503.67,942.0,42.0,3.0,99.02,0.044585987261146494,2.5205479452054793,21.299523722531852,4.0,213.0,214.0,195.64999999999998
12599.0,36.0,3.0,142.0,746.96,4.664914586070959,0.64,261.3333333333333,13.666666666666666,248.98666666666668,784.0,0.0,0.0,0.0,0.0,2.625,12.84760278946611,2.0,106.0,143.0,123.74000000000001
12600.0,14.0,8.0,297.0,1717.72,9.756898817345597,0.82,58.5,6.125,214.715,468.0,8.0,4.0,70.13,0.017094017094017096,5.833333333333333,18.591159341841998,9.0,288.0,298.0,151.29888888888888
12605.0,23.0,1.0,23.0,256.99,1.0,1.0,150.0,14.0,256.99,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1e-10
12609.0,63.0,4.0,284.0,1467.56,9.329829172141919,0.43,144.75,17.25,366.89,579.0,0.0,0.0,0.0,0.0,3.2205882352941178,15.681385093632032,4.0,285.0,285.0,376.965
12613.0,44.0,4.0,290.0,3022.85,9.526938239159001,0.42,579.0,37.0,755.7125,2316.0,72.0,2.0,118.15,0.031088082901554404,1.6442953020134228,12.020856776533748,5.0,246.0,291.0,314.318
12615.0,69.0,2.0,196.0,2367.48,6.438896189224704,0.31,642.5,57.0,1183.74,1285.0,22.0,3.0,176.1,0.017120622568093387,1.1238938053097345,11.947155028471688,4.0,283.0,304.0,549.3325
12621.0,16.0,11.0,233.0,6685.46,7.654402102496714,1.44,365.3636363636364,18.727272727272727,607.7690909090909,4019.0,20.0,5.0,99.0,0.004976362279173924,1.0341463414634147,5.523905701056589,15.0,217.0,234.0,420.8013333333333
12623.0,30.0,5.0,261.0,3080.59,8.5742444152431,0.58,317.0,27.0,616.118,1585.0,6.0,2.0,108.0,0.0037854889589905363,1.7164179104477613,10.06266974567405,4.0,231.0,262.0,366.2175
12625.0,74.0,2.0,161.0,2481.06,5.289093298291721,0.38,848.5,48.5,1240.5300000000002,1697.0,0.0,0.0,0.0,0.0,0.90625,8.87940031758902,1.0,87.0,162.0,1511.3700000000001
12631.0,21.0,5.0,258.0,2841.07,8.47568988173456,0.59,274.2,30.4,568.214,1371.0,0.0,0.0,0.0,0.0,1.5629139072847682,11.316404705229424,3.0,237.0,259.0,700.9633333333333
12632.0,85.0,2.0,129.0,804.88,4.23784494086728,0.47,347.0,17.5,402.44,694.0,26.0,2.0,66.0,0.037463976945244955,1.2941176470588236,7.545937746270388,2.0,44.0,130.0,172.28
12633.0,55.0,2.0,90.0,2905.48,2.9566360052562417,0.68,903.0,85.5,1452.74,1806.0,18.0,2.0,59.6,0.009966777408637873,0.2,2.6076809620810595,3.0,42.0,91.0,209.83
12634.0,100.0,2.0,113.0,490.0,3.712220762155059,0.54,168.5,10.0,245.0,337.0,0.0,0.0,0.0,0.0,0.631578947368421,2.752988806446741,1.0,13.0,114.0,130.0
12637.0,65.0,2.0,108.0,904.79,3.54796320630749,0.56,266.0,45.0,452.395,532.0,0.0,0.0,0.0,0.0,0.4673913043478261,4.483059902227108,1.0,43.0,109.0,206.95
12639.0,192.0,1.0,192.0,253.58,6.307490144546649,0.16,145.0,15.0,253.58,145.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193.0,193.0,572.69
12643.0,10.0,4.0,176.0,2495.8,5.781865965834428,0.69,325.5,3.25,623.95,1302.0,308.0,2.0,469.52,0.23655913978494625,13.75,33.07326577601476,4.0,166.0,177.0,1e-10
12644.0,235.0,2.0,259.0,868.13,8.508541392904073,0.24,184.0,23.5,434.06499999999994,368.0,31.0,2.0,102.94999999999999,0.08423913043478261,0.5217391304347826,3.538606947717531,3.0,28.0,260.0,31.08333333333333
12645.0,29.0,3.0,233.0,1293.72,7.654402102496714,0.39,247.33333333333334,22.333333333333332,431.24,742.0,24.0,1.0,20.4,0.03234501347708895,3.0606060606060606,22.38947471667386,3.0,204.0,234.0,299.89000000000004
12647.0,21.0,21.0,260.0,11285.75,8.541392904073588,2.46,211.33333333333334,15.714285714285714,537.4166666666666,4438.0,56.0,6.0,139.1,0.012618296529968454,0.6960486322188449,3.463047466282444,20.0,239.0,261.0,488.162
12648.0,2.0,3.0,266.0,793.95,8.73850197109067,0.34,119.33333333333333,14.666666666666666,264.65000000000003,358.0,0.0,0.0,0.0,0.0,6.116279069767442,32.071504413557484,3.0,267.0,267.0,191.0666666666667
12649.0,148.0,3.0,261.0,781.8,8.5742444152431,0.35,145.33333333333334,13.0,260.59999999999997,436.0,5.0,1.0,16.35,0.011467889908256881,2.9210526315789473,17.67634176863186,3.0,113.0,262.0,153.04999999999998
12651.0,30.0,1.0,30.0,99.0,1.0,1.0,78.0,8.0,99.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1e-10
12656.0,64.0,2.0,127.0,1480.25,4.1721419185282524,0.48,292.5,37.0,740.125,585.0,4.0,1.0,18.6,0.006837606837606838,0.863013698630137,7.373592273356226,2.0,63.0,128.0,258.325
12662.0,13.0,7.0,182.0,2287.07,5.978975032851511,1.17,156.14285714285714,18.142857142857142,326.7242857142857,1093.0,0.0,0.0,0.0,0.0,1.3174603174603174,6.236217819994156,6.0,169.0,183.0,301.785
12663.0,189.0,2.0,233.0,239.4,7.654402102496714,0.26,90.5,5.0,119.7,181.0,12.0,1.0,35.400000000000006,0.06629834254143646,4.777777777777778,14.333333333333332,2.0,44.0,234.0,25.125
12664.0,79.0,2.0,291.0,1188.16,9.559789750328514,0.21,146.0,4.0,594.08,292.0,0.0,0.0,0.0,0.0,30.285714285714285,80.12846827795616,1.0,212.0,292.0,639.08
12665.0,234.0,1.0,234.0,168.8,7.687253613666228,0.13,75.0,8.0,168.8,75.0,7.0,1.0,10.899999999999999,0.09333333333333334,0.0,0.0,1.0,7.0,235.0,1e-10
12668.0,132.0,4.0,242.0,4502.35,7.9500657030223385,0.5,541.25,59.25,1125.5875,2165.0,0.0,0.0,0.0,0.0,0.4533898305084746,5.174605458548585,3.0,110.0,243.0,915.5366666666665
12672.0,160.0,1.0,160.0,211.15,5.256241787122208,0.19,60.0,12.0,211.15,60.0,7.0,1.0,26.55,0.11666666666666667,0.0,0.0,1.0,6.0,161.0,1e-10
12675.0,118.0,2.0,143.0,957.25,4.697766097240473,0.43,168.0,56.0,478.625,336.0,2.0,2.0,23.7,0.005952380952380952,0.21621621621621623,2.277979189805998,3.0,25.0,144.0,1e-10
12676.0,48.0,3.0,48.0,564.03,1.5768725361366622,1.9,141.33333333333334,8.333333333333334,188.01000000000002,424.0,2.0,1.0,70.0,0.0047169811320754715,0.0,0.0,0.0,0.0,49.0,1e-10
12677.0,120.0,2.0,231.0,395.1,7.588699080157687,0.26,88.0,10.5,197.55,176.0,2.0,1.0,5.8,0.011363636363636364,5.55,24.820354550247664,2.0,177.0,298.0,197.55
12678.0,28.0,7.0,266.0,11620.51,8.73850197109067,0.8,1128.857142857143,21.285714285714285,1660.0728571428572,7902.0,115.0,1.0,389.85,0.014553277651227537,1.5810810810810811,11.16969509965386,7.0,238.0,267.0,1300.0514285714287
